Name,HalfYearly Avg Input Performance,HalfYearly Avg Output Performance,Quaterly Avg Input Performance,Half Yearly Avg Performance Data,Weekly Avg Input Performance,Weekly Avg Output Performance,Weekly Avg Performance Data,Weekly A Cnt Crossed 70,Weekly A END Max IN Usage Value,Weekly A END Max Out Usage Value,Weekly Max Input Performance Data,Weekly Max Output Performance Data,Weekly Performance Data,Weekly Z Cnt Crossed 70,Weekly Z END Max IN Usage Value,Weekly Z END Max Out Usage Value,Z Device,Warranty expiration,Quarterly Avg Performance Data,Quarterly Performance Data,A PoP,Z PoP,Provider,LMS_ID,LINK_STATUS,Vendor,Class,AConnectingInterface,ZConnectingInterface,Bandwidth,Bandwidth Units,Provider Circuit ID,Updated,A Radio [Sify_DataLinks_AirBackhaul],Z Radio [Sify_DataLinks_AirBackhaul],Provider Ring Implementation [Sify_DataLinks_Fiber],Description -1,Description,A Device,A END Max IN Usage Value,A END Max Out usage Value,A cnt crossed 70,Acceptance Test Results,Alias name,Approval group,Asset,Asset tag,Assigned,Assigned to,Attestation Score,Attestation Status,Attested,Attested By,Attested Date,Attributes,Avg Input Performance,Avg Output Performance,Avg Performance Data,BAND_WIDTH_REQ_NUM,Business Unit,CIRCUIT_ID,CPM_COMMENTS,Can Print,Category,Change Group,Checked in,Checked out,Circuit Name,Comments,Commissioned Date,Company,Core Data Center,Correlation ID,Cost,Cost center,Cost currency,Created,Created by,DNS Domain,DOC,DOC Date,Department,Discovery source,Domain,Domain Path,Due,Due in,Duplicate Of,Environment,External Asset Account,External Asset ID,FROM_LOCATION,Fault count,First discovered,Fully qualified domain name,GL account,Half Yearly A Cnt Crossed 70,Half Yearly Performance Data,Half Yearly Z Cnt Crossed 70,Halfyearly A END Max IN Usage Value,Halfyearly A END Max Out Usage Value,Halfyearly Max Input Performance Data,Halfyearly Max Output Performance Data,Halfyearly Z END Max IN Usage Value,Halfyearly Z END Max Out Usage Value,Host Macro Id,IP Address,ITEM_DESC,Install Status,Installed,Invoice number,Justification,KM,LINK_TYPE,LINK_TYPE_DESC,Lease contract,Life Cycle Stage,Life Cycle Stage Status,Link Description,Link ID,Location,MAC Address,Maintenance schedule,Managed By Group,Managed by,Managed domain,Manufacturer,Max Input Performance Data,Max Output Performance Data,Model ID,Model number,Monitor,Most recent discovery,OT device details,Operational status,Order received,Ordered,Owned by,PO number,PO_CLASSIFICATION,PO_END_DATE,PO_NO1,PO_NO1_DATE,PO_NO2,PO_NO2_DATE,Performance Data,Product instance identifier,Purchased,Quaterly A Cnt Crossed 70,Quaterly A END Max IN Usage Value,Quaterly A END Max Out Usage Value,Quaterly Avg Output Performance,Quaterly Max Input Performance Data,Quaterly Max Output Performance Data,Quaterly Z Cnt Crossed 70,Quaterly Z END Max IN Usage Value,Quaterly Z END Max Out Usage Value,Removal Comments,Removal Date,Requires verification,SL1 ID,SL1 Monitored,SL1 Region,SL1 URL,Schedule,Serial number,Service,Service Category,Skip sync,Start date,Subcategory,Subscription ID,Support Vendor Name,Support Vendor PO Number,Support group,Supported by,Sys class path,TOTAL_DISTANCE,TO_LOCATION,Tags,Type,Updated by,Updates,Vendor_Name,Z END Max IN Usage Value,Z END Max Out usage Value,Z cnt crossed 70,zCorrelation ID
MUM-HYD NLD_ PUNCSW-NAS-R-IRL4-01_PUNCSW-NAS-R-IRL4-02_Phy,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}",,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na""}",,,,,221.134.254.227,,,,MH-RAD-RYI,MH-PUN-CSW,,na,,,Sify_Optical_Fiber_Ciena,Bundle-Ether50,Bundle-Ether45,,,,06-02-2026 08:01,,,FALSE,,,210.18.10.48,,,,,,,,,,,,Not Yet Reviewed,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,USD,06-03-2025 18:06,Elayaraja.Thirumal@sifycorp.Com,,,,,,global,/,,,,,,,,0,,,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}",,,,,,-101,,,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}",,,,,,FALSE,,FALSE,,,,,Data Center & Managed Services,Sify DC,FALSE,,,SID15000510,,,,,/!!/$V/!+/!!,,,,,admin,374,MTCIL,,,,
MUM-DEL NLD_SIFY Airoli-NTT Airoli_AIR-ITR P1_Pri,"{""name"":""MUM-DEL NLD_SIFY Airoli-NTT Airoli_AIR-ITR P1_P1S"",""lmsid"":""25001/23437"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-DEL NLD_SIFY Airoli-NTT Airoli_AIR-ITR P1_P1S"",""lmsid"":""25001/23437"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-DEL NLD_SIFY Airoli-NTT Airoli_AIR-ITR P1_P1S"",""jan2026value"":""""}",,,,,,,,"{""name"":""MUM-DEL NLD_SIFY Airoli-NTT Airoli_AIR-ITR P1_P1S"",""lmsid"":""25001/23437""}","{""name"":""MUM-DEL NLD_SIFY Airoli-NTT Airoli_AIR-ITR P1_P1S"",""lmsid"":""25001/23437""}",,,,,,,,,MH-TAN-DYG,MH-MUM-AIR,,25001/23437,,,Sify_Optical_Fiber_Ciena,,,,,,06-02-2026 08:01,,,FALSE,,,,,,,,,,,,,,,Not Yet Reviewed,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,USD,06-12-2025 23:10,admin,,,,,,TOP/CSM,!!!/!!)/,,,,,,,,0,,,,,,,,,"{""name"":""MUM-DEL NLD_SIFY Airoli-NTT Airoli_AIR-ITR P1_P1S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-DEL NLD_SIFY Airoli-NTT Airoli_AIR-ITR P1_P1S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}",,,,,,-11,,,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,"{""name"":""MUM-DEL NLD_SIFY Airoli-NTT Airoli_AIR-ITR P1_P1S"",""jan2026value"":""""}","{""name"":""MUM-DEL NLD_SIFY Airoli-NTT Airoli_AIR-ITR P1_P1S"",""jan2026value"":""""}","{""name"":""MUM-DEL NLD_SIFY Airoli-NTT Airoli_AIR-ITR P1_P1S"",""jan2026value"":""""}",,,,,,FALSE,,FALSE,,,,,Data Center & Managed Services,Sify DC,FALSE,,,SID17524126,,,,,/!!/$V/!+/!!,,,,,admin,141,"48056-MAHARASHTRA TRANSMISSION COMMUNICATION INFRASTRUCTURE LIMITED-PRAKSHGANAGA, MSETCL C-19,,E-BLOCK, BANDRA KURLA COMPLEX,,BANDRA EAST,,MUMBAI,Maharashtra,400079,IN-MUMBAI",,,,
MUM-HYD NLD_ PUNTPF-NCD-O-IRL4-01_PUNTPF-NCD-O-IRL4-03,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}",,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na""}",,,,,221.134.254.227,,,,MH-PUN-TPF,MH-PUN-CSW,,na,,,Sify_Optical_Fiber_Ciena,Bundle-Ether50,Bundle-Ether45,,,,06-02-2026 08:01,,,FALSE,,,210.18.10.48,,,,,,,,,,,,Not Yet Reviewed,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,USD,06-03-2025 18:06,Elayaraja.Thirumal@sifycorp.Com,,,,,,global,/,,,,,,,,0,,,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}",,,,,,-101,,,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}",,,,,,FALSE,,FALSE,,,,,Data Center & Managed Services,Sify DC,FALSE,,,SID15000514,,,,,/!!/$V/!+/!!,,,,,admin,379,MTCIL,,,,
MUM-HYD NLD_Sarangwadi-Salegaon_P2,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}",,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na""}",,,,,,,,,MH-OSM-PEA,MH-BED-GPH,,na,,,Sify_Optical_Fiber_Ciena,,,,,,06-02-2026 08:01,,,FALSE,,,,,,,,,,,,,,,Not Yet Reviewed,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,USD,26-11-2025 23:10,admin,,,,,,TOP/CSM,!!!/!!)/,,,,,,,,0,,,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}",,,,,,-11,,,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}",,,,,,FALSE,,FALSE,,,,,Data Center & Managed Services,Sify DC,FALSE,,,SID17470704,,,,,/!!/$V/!+/!!,,,,,admin,167,MTCIL,,,,
MUM-HYD NLD_Bhabhali-Nanded_P2,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}",,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na""}",,,,,,,,,MH-PBN-BFK,MH-NND-ZRY,,na,,,Sify_Optical_Fiber_Ciena,,,,,,06-02-2026 08:01,,,FALSE,,,,,,,,,,,,,,,Not Yet Reviewed,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,USD,26-11-2025 23:10,admin,,,,,,TOP/CSM,!!!/!!)/,,,,,,,,0,,,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}",,,,,,-11,,,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}",,,,,,FALSE,,FALSE,,,,,Data Center & Managed Services,Sify DC,FALSE,,,SID17470699,,,,,/!!/$V/!+/!!,,,,,admin,167,MTCIL,,,,
Mumbai Ciena_NMDC7-Enterprise_25047,"{""name"":""Mumbai Ciena_NMDC7-Enterprise_25047"",""lmsid"":""25047"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""Mumbai Ciena_NMDC7-Enterprise_25047"",""lmsid"":""25047"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""Mumbai Ciena_NMDC7-Enterprise_25047"",""jan2026value"":0}",,,,,,,,"{""name"":""Mumbai Ciena_NMDC7-Enterprise_25047"",""lmsid"":""25047""}","{""name"":""Mumbai Ciena_NMDC7-Enterprise_25047"",""lmsid"":""25047""}",,,,,221.134.254.227,,,,MH-MUM-NGS,MH-MUM-ENT,,25047,,,Sify_Optical_Fiber_Ciena,GigabitEthernet0/0/16,GigabitEthernet0/0/12,,,,06-02-2026 08:01,,,FALSE,,,210.18.10.46,,,,,,,,,,,,Not Yet Reviewed,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,USD,14-07-2024 23:02,admin,,,,,,TOP/CSM,!!!/!!)/,,,,,,,,0,,,,,,,,,"{""name"":""Mumbai Ciena_NMDC7-Enterprise_25047"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}","{""name"":""Mumbai Ciena_NMDC7-Enterprise_25047"",""oct2025value"":0,""nov2025value"":0,""dec2025value"":0,""jan2026value"":0}",,,,,,-101,,,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,"{""name"":""Mumbai Ciena_NMDC7-Enterprise_25047"",""jan2026value"":0}","{""name"":""Mumbai Ciena_NMDC7-Enterprise_25047"",""jan2026value"":0}","{""name"":""Mumbai Ciena_NMDC7-Enterprise_25047"",""jan2026value"":0}",,,,,,FALSE,,FALSE,,,,,,,FALSE,,,SID10405932,,,,,/!!/$V/!+/!!,,,,,admin,867,MicroScan,,,,
MUM-HYD NLD_Solapur-Sarangwadi_P2,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}",,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na""}",,,,,,,,,MH-SOP-LBY,MH-OSM-PEA,,na,,,Sify_Optical_Fiber_Ciena,,,,,,06-02-2026 08:01,,,FALSE,,,,,,,,,,,,,,,Not Yet Reviewed,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,USD,26-11-2025 23:10,admin,,,,,,TOP/CSM,!!!/!!)/,,,,,,,,0,,,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}",,,,,,-11,,,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}",,,,,,FALSE,,FALSE,,,,,Data Center & Managed Services,Sify DC,FALSE,,,SID17470698,,,,,/!!/$V/!+/!!,,,,,admin,167,MTCIL,,,,
MUM-DEL NLD_Aurangabad-Naharkhed Bk Tower 364_AIR-ITR P2,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}",,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""lmsid"":""na""}",,,,,,,,,MH-AUR-WLA,MH-NAS-NQY,,na,,,Sify_Optical_Fiber_Ciena,,,,,,06-02-2026 08:01,,,FALSE,,,,,,,,,,,,,,,Not Yet Reviewed,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,USD,25-11-2025 23:10,admin,,,,,,TOP/CSM,!!!/!!)/,,,,,,,,0,,,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}",,,,,,-11,,,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,"{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}","{""name"":""MUM-HYD NLD_Rita-Bhaisna_P2_P2S"",""jan2026value"":""""}",,,,,,FALSE,,FALSE,,,,,Data Center & Managed Services,Sify DC,FALSE,,,SID17468069,,,,,/!!/$V/!+/!!,,,,,admin,169,MTCIL,,,,
MUM-HYD NLD_Padgha2-Jhunnar T810_P1,"{""name"":""MUM-DEL NLD_Pusad-Tower-121 Rupur_AIR-ITR P2"",""lmsid"":""25003/25005/25007"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-DEL NLD_Pusad-Tower-121 Rupur_AIR-ITR P2"",""lmsid"":""25003/25005/25007"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-DEL NLD_Pusad-Tower-121 Rupur_AIR-ITR P2"",""jan2026value"":""""}",,,,,,,,"{""name"":""MUM-DEL NLD_Pusad-Tower-121 Rupur_AIR-ITR P2"",""lmsid"":""25003/25005/25007""}","{""name"":""MUM-DEL NLD_Pusad-Tower-121 Rupur_AIR-ITR P2"",""lmsid"":""25003/25005/25007""}",,,,,,,,,MH-TAN-PEH,MH-PUN-AUH,,25003/25005/25007,,,Sify_Optical_Fiber_Ciena,,,,,,06-02-2026 08:01,,,FALSE,,,,,,,,,,,,,,,Not Yet Reviewed,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,USD,26-11-2025 23:10,admin,,,,,,TOP/CSM,!!!/!!)/,,,,,,,,0,,,,,,,,,"{""name"":""MUM-DEL NLD_Pusad-Tower-121 Rupur_AIR-ITR P2"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-DEL NLD_Pusad-Tower-121 Rupur_AIR-ITR P2"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}",,,,,,-11,,,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,"{""name"":""MUM-DEL NLD_Pusad-Tower-121 Rupur_AIR-ITR P2"",""jan2026value"":""""}","{""name"":""MUM-DEL NLD_Pusad-Tower-121 Rupur_AIR-ITR P2"",""jan2026value"":""""}","{""name"":""MUM-DEL NLD_Pusad-Tower-121 Rupur_AIR-ITR P2"",""jan2026value"":""""}",,,,,,FALSE,,FALSE,,,,,Data Center & Managed Services,Sify DC,FALSE,,,SID17470708,,,,,/!!/$V/!+/!!,,,,,admin,167,"48056-MAHARASHTRA TRANSMISSION COMMUNICATION INFRASTRUCTURE LIMITED-PRAKSHGANAGA, MSETCL C-19,,E-BLOCK, BANDRA KURLA COMPLEX,,BANDRA EAST,,MUMBAI,Maharashtra,400079,IN-MUMBAI",,,,
MUM-DEL NLD_Tower811 Jhunnar-Padghe2_AIR-ITR P2,"{""name"":""MUM-DEL NLD_Pusad-Tower-121 Rupur_AIR-ITR P2"",""lmsid"":""25003/25005/25007"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-DEL NLD_Pusad-Tower-121 Rupur_AIR-ITR P2"",""lmsid"":""25003/25005/25007"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-DEL NLD_Pusad-Tower-121 Rupur_AIR-ITR P2"",""jan2026value"":""""}",,,,,,,,"{""name"":""MUM-DEL NLD_Pusad-Tower-121 Rupur_AIR-ITR P2"",""lmsid"":""25003/25005/25007""}","{""name"":""MUM-DEL NLD_Pusad-Tower-121 Rupur_AIR-ITR P2"",""lmsid"":""25003/25005/25007""}",,,,,,,,,MH-TAN-PEH,MH-PUN-AUH,,25003/25005/25007,,,Sify_Optical_Fiber_Ciena,,,,,,06-02-2026 08:01,,,FALSE,,,,,,,,,,,,,,,Not Yet Reviewed,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,USD,25-11-2025 23:10,admin,,,,,,TOP/CSM,!!!/!!)/,,,,,,,,0,,,,,,,,,"{""name"":""MUM-DEL NLD_Pusad-Tower-121 Rupur_AIR-ITR P2"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""MUM-DEL NLD_Pusad-Tower-121 Rupur_AIR-ITR P2"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}",,,,,,-11,,,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,"{""name"":""MUM-DEL NLD_Pusad-Tower-121 Rupur_AIR-ITR P2"",""jan2026value"":""""}","{""name"":""MUM-DEL NLD_Pusad-Tower-121 Rupur_AIR-ITR P2"",""jan2026value"":""""}","{""name"":""MUM-DEL NLD_Pusad-Tower-121 Rupur_AIR-ITR P2"",""jan2026value"":""""}",,,,,,FALSE,,FALSE,,,,,Data Center & Managed Services,Sify DC,FALSE,,,SID17468118,,,,,/!!/$V/!+/!!,,,,,admin,169,"48056-MAHARASHTRA TRANSMISSION COMMUNICATION INFRASTRUCTURE LIMITED-PRAKSHGANAGA, MSETCL C-19,,E-BLOCK, BANDRA KURLA COMPLEX,,BANDRA EAST,,MUMBAI,Maharashtra,400079,IN-MUMBAI",,,,
Pune Metro_TATA DIGI2 - TATA DIGI,"{""name"":""Pune_TATA DIGI2 - TATA DIGI"",""lmsid"":""po waiting"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""Pune_TATA DIGI2 - TATA DIGI"",""lmsid"":""po waiting"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""Pune_TATA DIGI2 - TATA DIGI"",""jan2026value"":""""}",,,,,,,,"{""name"":""Pune_TATA DIGI2 - TATA DIGI"",""lmsid"":""po waiting""}","{""name"":""Pune_TATA DIGI2 - TATA DIGI"",""lmsid"":""po waiting""}",,,,,,,,,MH-PUN-TPF,MH-PUN-SQC,,po waiting,,,Sify_Optical_Fiber_Ciena,,,,,,06-02-2026 08:01,,,FALSE,,,,,,,,,,,,,,,Not Yet Reviewed,FALSE,,,,,,,,,,,FALSE,,,,,,,,,,,,,USD,27-09-2025 23:10,admin,,,,,,TOP/CSM,!!!/!!)/,,,,,,,,0,,,,,,,,,"{""name"":""Pune_TATA DIGI2 - TATA DIGI"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}","{""name"":""Pune_TATA DIGI2 - TATA DIGI"",""oct2025value"":"""",""nov2025value"":"""",""dec2025value"":"""",""jan2026value"":""""}",,,,,,-11,,,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,"{""name"":""Pune_TATA DIGI2 - TATA DIGI"",""jan2026value"":""""}","{""name"":""Pune_TATA DIGI2 - TATA DIGI"",""jan2026value"":""""}","{""name"":""Pune_TATA DIGI2 - TATA DIGI"",""jan2026value"":""""}",,,,,,FALSE,,FALSE,,,,,Data Center & Managed Services,Sify DC,FALSE,,,SID16905569,,,,,/!!/$V/!+/!!,,,,,admin,299,TCL- Inbuilding,,,,
